firstname,lastname,exam1grade,exam2grade,exam3grade
Michele,Taylor,57,89,77
Paul,Barton,93,65,75
Andrea,Brown,77,97,90
Alfred,Wright,91,58,55
Maxwell,Jenkins,94,78,87
Patrick,Lynn,66,100,87
Mary,Odonnell,59,69,93
Douglas,Thomas,58,65,76
Michael,Davis,72,52,90
Chelsea,Hernandez,61,76,66
Timothy,Knight,52,85,71
Timothy,Hale,85,64,79
Hannah,Collins,82,94,65
Heather,Perez,86,82,77
Lauren,Miller,74,73,85
Michael,Hart,82,79,76
Jeffery,Hanson,53,70,59
Carolyn,Gray,74,100,89
Madeline,Watson,92,82,56
Stephanie,Gomez,78,50,79
Steven,Olson,65,93,91
Teresa,Washington,85,64,83
Natasha,Walker,70,92,67
Trevor,Wilson,68,79,73
Christopher,Gray,75,73,56
Destiny,Wood,96,62,96
Jessica,Wilson,78,50,84
Lori,Bowers,50,99,84
Eric,Smith,61,91,64
Carol,Jones,50,76,76
Alexis,Logan,59,76,55
Matthew,Harris,84,55,97
Samantha,Long,96,62,77
Arthur,Hodges,88,88,78
Alicia,Ellis,50,61,80
Rebecca,Terry,64,93,51
Marvin,Duran,95,61,75
Stephanie,Lewis,83,62,80
Christina,Smith,59,79,59
Angela,Hardy,78,77,50
Laura,Huang,53,98,99
Justin,Moreno,94,77,59
Michael,White,51,59,55
Christine,Osborne,92,76,62
Leah,Rodriguez,62,85,59
Tami,Castillo,55,90,94
Susan,Briggs,78,98,84
James,Martin,67,53,52
Gina,Holloway,90,66,73
Lindsay,Alexander,92,94,54
Lisa,Lindsey,72,69,87
Amy,Richard,68,99,84
Mary,Jackson,70,76,97
Casey,Anderson,65,53,57
Michael,Crane,80,72,86
Lisa,Rogers,51,67,77
Sylvia,Pittman,92,68,71
Edward,Olson,56,65,71
William,Jones,71,65,61
Jessica,Delgado,61,80,78
Matthew,Durham,96,99,77
Amy,Acevedo,58,71,50
Jeremiah,Frey,83,84,98
Beth,Mitchell,94,76,95
Martha,Villanueva,62,57,87
Destiny,Smith,62,54,81
Marilyn,Acosta,70,64,52
Chad,Gross,91,78,95
Peter,Glenn,71,54,83
Jason,Thompson,79,64,54
Regina,Harrison,95,86,87
Samantha,Hernandez,87,75,52
Sarah,Case,55,95,64
Amber,Davenport,56,96,54
Edwin,Berry,81,59,97
Tina,Meyer,98,71,88
Robert,Rogers,57,81,75
Jason,Benjamin,61,75,52
Alejandro,Gomez,69,91,55
Lindsay,Phillips,70,80,81
Kayla,Jones,86,54,81
Renee,Benitez,82,91,79
Stacy,Gutierrez,82,63,58
Jodi,Quinn,91,73,81
Troy,Vega,86,88,95
Hannah,Reed,91,74,100
Sarah,Suarez,84,80,57
Ronald,Nunez,62,85,62
Jason,Tran,75,74,69
Lisa,Spencer,69,55,69
Brian,Baldwin,54,71,69
Denise,Barnett,82,70,60
Pam,Franco,67,72,97
Jodi,Howell,61,57,69
Michelle,Martinez,100,67,65
Amy,Davis,72,74,68
Shannon,Fisher,61,57,51
Hannah,Mack,96,100,68
Kenneth,James,58,79,51
Susan,Rodriguez,53,69,60
Christine,Vargas,89,79,52
Ronnie,Robinson,56,92,55
Kevin,Sherman,75,81,60
Christopher,Long,70,94,88
Theresa,Guzman,95,52,89
Amanda,Parks,77,98,100
Tonya,Cook,85,78,91
Stephanie,Henderson,90,83,70
Paul,Khan,79,83,76
Jorge,Davenport,59,88,51
Pamela,Tran,89,96,86
Jeffrey,Smith,83,71,51
Samantha,Frazier,56,71,86
Pamela,Stein,81,60,60
Lindsey,Williams,69,90,59
Patricia,Brennan,99,82,80
Jeffrey,Murphy,86,95,89
Martin,Johnson,57,57,50
Mark,Moreno,70,76,65
Isaac,Kim,98,71,79
Diana,Hoffman,50,93,99
Stephen,Trevino,96,84,90
Michelle,Nelson,84,64,79
Gregory,Martin,52,82,97
Bryan,Lucero,51,68,74
Kristina,Williams,50,71,62
Bobby,Bryant,67,81,76
Haley,Johnson,86,58,57
Nicole,Cox,88,85,79
Dana,Lee,93,72,52
Jacqueline,Fowler,91,67,87
Nancy,Harris,93,61,52
Veronica,Garcia,70,65,79
Jason,Chang,85,54,74
Kevin,Summers,69,96,73
Bryan,Grant,89,61,91
Amber,Evans,93,81,77
Mark,Kirby,81,74,81
Laura,Fletcher,64,57,98
Mitchell,Bruce,65,98,59
Matthew,Castillo,64,85,62
Julie,Fisher,50,94,56
Ryan,Ross,75,79,54
Brad,Brown,70,67,74
Michael,Douglas,74,50,79
Chelsea,Blake,76,66,96
Alyssa,Flores,54,79,88
Nicholas,Rogers,90,61,59
Erik,Pena,53,82,89
Thomas,Green,67,99,58
Anthony,Weber,90,88,80
Michelle,Burns,86,69,78
Jesus,Abbott,93,95,98
Sara,Middleton,59,87,64
Mary,Potts,69,88,59
Brenda,Mcfarland,50,74,74
David,Patterson,81,83,91
Paul,Castillo,67,93,99
William,Hall,67,90,61
Rebekah,Christensen,92,80,66
Anthony,Farrell,81,74,94
Corey,Wilson,70,92,86
Bob,Parker,63,52,71
Jennifer,Hill,98,93,71
Roy,Smith,92,76,81
Jason,Holt,85,52,87
Anna,Stephens,51,58,72
Sarah,Erickson,80,77,83
Lindsey,Maldonado,52,91,98
Steven,Zamora,77,93,100
Yesenia,Smith,64,71,91
Robert,Macdonald,61,73,93
Nicole,Farmer,50,83,93
Kevin,Hamilton,76,58,95
Jose,Hamilton,63,72,65
Gary,Castaneda,95,59,84
Jenna,Alexander,83,91,84
Timothy,Hernandez,62,63,83
Margaret,Miller,82,79,77
Zachary,Graham,98,77,80
Brandon,Juarez,80,71,82
Wendy,Hess,72,56,99
William,Mayer,64,85,51
Robert,Gordon,81,68,84
Jon,Carter,68,56,68
Heather,Garcia,50,95,94
Victoria,Peters,55,81,76
Marvin,Sloan,83,63,69
Darryl,Snyder,81,93,57
Eric,Bailey,100,58,97
Chelsea,Wade,90,64,88
David,Miller,96,80,50
Hayley,Hudson,56,69,79
Matthew,Ramsey,93,51,85
Victoria,Brewer,58,61,54
Anthony,Martinez,76,84,97
Stacey,Holt,80,90,94
John,Ellis,86,92,51
Michael,Harris,66,62,52
Wendy,Nelson,53,63,59
Kyle,Richards,52,53,93
David,Wallace,69,62,84
Crystal,Casey,50,69,55
Roger,Garrison,80,100,56
Katie,Miller,58,90,83
Jessica,Berry,54,98,54
Chloe,Sullivan,60,100,73
Whitney,Vincent,92,86,98
Linda,Spencer,83,57,69
Gregory,Kramer,68,55,86
Jeremiah,Martinez,72,88,65
Craig,Shaffer,59,71,84
Mary,Robinson,67,84,82
Caroline,Ramirez,58,76,84
Kellie,Scott,77,88,65
Eddie,Meyer,98,51,88
Heather,Ramos,80,74,79
Todd,Riley,59,95,86
John,Smith,96,61,91
Kayla,Rojas,88,90,77
Michael,Costa,98,68,90
Tiffany,Welch,80,67,52
Donald,Miller,81,100,85
Chelsea,Miller,79,82,64
John,Sparks,64,68,77
John,Sampson,67,68,59
Heidi,Castro,88,89,68
Nathan,Duncan,60,74,70
Terri,Perez,78,62,59
Carolyn,Dennis,64,67,61
Justin,Contreras,57,88,74
Emily,Carroll,91,79,90
Brittany,Castillo,98,98,68
Dennis,Wagner,79,52,56
Molly,Weaver,61,73,83
Timothy,Williams,77,96,97
Matthew,Rivera,54,89,50
Kim,Perez,100,74,89
Jill,Clark,83,55,51
Donald,Olson,74,60,90
Daniel,Navarro,67,86,74
Daniel,Davis,67,87,82
Katherine,Brennan,88,59,50
Megan,Williams,80,71,64
Kathleen,Alvarez,63,85,87
Brian,Murray,88,59,90
April,Martin,79,74,64
Stephanie,Merritt,51,100,54
Audrey,Moore,93,69,63
Teresa,Banks,69,59,88
Paige,Olson,86,95,87
Heather,Obrien,96,87,64
Aaron,Molina,77,85,71
Erin,Massey,52,82,78
Benjamin,Coleman,85,85,74
Cheryl,Williams,78,83,58
Donna,Torres,99,50,94
Lori,Cook,60,80,66
Jennifer,Gomez,52,97,74
Carlos,Smith,75,72,84
Ana,Santos,72,57,75
Stephanie,Sellers,81,73,94
David,Anderson,77,59,69
Phillip,Holloway,51,73,82
Elizabeth,White,65,51,97
Diana,Hodges,64,59,88
Laura,Ford,91,57,88
Ashlee,Vaughn,96,50,51
Donna,Strickland,57,52,93
Mark,Tapia,82,74,61
Devin,Perez,93,99,79
Mario,Melendez,59,75,67
Jeremy,Dean,51,69,98
Elizabeth,Harrison,83,94,94
Hannah,Lam,100,77,90
Daniel,George,100,80,67
Leslie,Barajas,53,82,66
Brian,Brown,58,80,98
Tim,Jones,64,70,71
Michael,Mills,85,96,98
Colton,Cole,87,64,75
Rhonda,Smith,68,98,82
Deanna,Stevenson,65,75,96
David,Bailey,88,62,60
Heather,Smith,94,56,56
Ashley,Norton,69,84,89
Peter,Woods,78,96,74
Jason,Huerta,73,57,84
Brett,Dunn,95,99,52
Heather,Clark,53,67,86
Michelle,Levine,73,68,67
Nathaniel,Swanson,76,85,81
Justin,Turner,93,89,81
Kenneth,Harris,53,58,74
Richard,Wilkinson,53,97,69
Raymond,Orozco,93,89,91
Nathan,Potter,78,85,79
Virginia,Shah,82,56,89
Luke,Torres,98,86,88
Nicholas,Jones,58,60,83
Virginia,Campbell,76,88,86
Carlos,Miller,92,64,97
Matthew,Miller,66,89,88
Michael,Davis,59,66,93
Joshua,Fuller,69,54,94
David,Fisher,84,73,88
James,Edwards,80,70,56
Leslie,Castro,82,52,69
Kathleen,Miller,56,53,100
Tara,Waters,56,75,61
Justin,Estrada,82,81,76
Barbara,Smith,98,61,70
Steven,Houston,71,81,65
Greg,Rodriguez,96,86,51
Jennifer,Hernandez,91,60,74
Michael,Willis,74,69,56
Renee,Johnson,79,91,60
Amanda,Rose,86,78,58
Regina,Smith,73,55,86
Yvette,Sutton,61,89,74
Sarah,Mckenzie,77,59,76
Vincent,Graham,80,57,74
Joe,Berry,69,94,95
Megan,George,93,100,86
James,Maldonado,63,100,56
Jessica,Savage,85,52,92
Peggy,Wood,74,94,57
Sean,Mendez,62,62,57
Nicole,Simmons,64,76,60
Adrienne,Walker,86,95,72
Billy,Hopkins,65,69,64
Sierra,Jones,97,66,84
Jeffrey,Moss,51,52,89
Sarah,Frazier,64,58,72
Samantha,Martin,98,56,56
Tara,Mcdonald,60,51,77
Melissa,Hicks,57,70,73
Elizabeth,Fields,92,67,93
Kerry,Riley,87,84,77
Roger,Ray,93,95,87
Sheila,Erickson,100,71,87
Gregory,Kelly,58,88,99
Stacey,Nichols,73,70,83
Rachel,Sanchez,62,76,91
Janice,Hopkins,91,87,88
Matthew,Peterson,75,84,76
Melinda,Vargas,96,61,87
Noah,Garcia,73,82,57
Benjamin,Evans,70,80,92
Monica,Griffith,97,98,51
Drew,Bell,68,58,77
William,Thomas,66,93,71
Nicholas,Smith,57,80,64
Melissa,Welch,73,93,52
Jeremy,Larson,91,61,55
Jane,Alexander,50,76,54
Stacey,Tucker,70,83,71
Jessica,Smith,77,74,74
Justin,Mcgee,96,52,89
John,Russell,95,59,65
Teresa,Snyder,84,66,76
Emily,Tyler,55,58,86
Russell,Johnson,88,63,62
Alexis,Yoder,61,93,83
Shirley,Harmon,86,75,60
Benjamin,Green,63,84,67
Heather,Perez,75,84,77
Jessica,Stout,98,80,98
Micheal,Dawson,67,96,85
Matthew,Grant,96,98,90
Michael,Marsh,86,54,69
Zachary,Robbins,68,94,95
Pamela,Wilkinson,73,96,82
Jennifer,Willis,52,58,53
Victor,Miller,50,63,72
Shannon,Campbell,94,95,53
Eric,Hayden,83,68,72
Robert,Romero,85,63,72
David,Salinas,84,68,64
Oscar,Flores,51,72,68
Kirk,Garcia,80,61,75
Brian,Harrison,66,76,77
Damon,Lynn,52,82,98
Henry,Pruitt,85,64,99
Bonnie,Simmons,62,64,70
Timothy,Gray,91,96,80
Jonathan,Murray,98,70,94
Charles,Miller,82,96,70
Jason,Martinez,65,90,52
Carrie,Vega,67,85,86
Monica,Pratt,69,91,79
Breanna,Young,97,77,64
Regina,Obrien,99,93,99
Tammy,Johnson,65,94,52
Alexandra,Flores,78,74,54
Kenneth,Clark,97,81,93
Sarah,Cruz,66,88,54
Marcus,Lee,52,96,97
Melissa,Fowler,81,73,51
Jeremy,Lewis,78,61,64
Joshua,Russell,51,97,51
Dalton,Mccarthy,81,86,74
Joseph,English,83,59,52
John,Vang,79,100,61
Maria,Ramirez,97,99,71
Margaret,Roberts,71,72,63
Cassie,Dean,71,90,61
Angela,Kim,54,76,86
Kyle,Santiago,56,81,86
Karen,Cook,77,83,85
Jonathan,Martinez,73,90,81
Michael,Young,87,89,81
Ryan,Moore,77,70,76
Kenneth,Ewing,52,94,56
Mary,Sparks,62,67,89
Tracy,Wood,59,64,77
Ashley,Smith,78,95,56
Rachel,Ford,60,89,57
Danielle,Figueroa,69,85,82
Elizabeth,Davis,61,85,89
Sarah,Frederick,73,65,75
Rebecca,Lester,85,56,99
Michael,Hill,59,76,66
Elizabeth,Hughes,88,50,53
Dustin,Rivers,64,75,54
Anne,Rodriguez,89,58,62
Jacob,Parker,97,96,76
